Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S,FamilySize
1,3,-1.0268355210026219,0,0,-0.49271407711891657,False,True,False,0
0,3,0.0490622854954546,0,0,-0.4863374216869257,True,False,True,0
0,3,-0.10463740114712775,0,0,-0.47400492578514347,True,False,True,0
0,3,-0.10463740114712775,8,2,0.7519458402879414,True,False,True,10
0,3,1.1249600919935312,0,1,-0.32425318983493084,True,False,True,1
1,2,0.8175607187083664,0,0,-0.331300330350235,False,False,True,0
0,3,-0.2583370877897101,0,0,-0.4918744606632361,True,False,True,0
0,3,-0.9499856776813307,0,0,-0.47400492578514347,True,False,True,0
0,3,-2.17958317082199,4,1,0.1506737441786005,True,False,True,5
1,3,-1.5647844242516602,0,2,-0.2351571990343002,True,False,True,2
1,1,-0.10463740114712775,0,1,0.4589861417231558,False,False,True,1
0,3,1.2018099353148224,1,4,-0.08666388103324908,False,False,True,5
0,1,-0.10463740114712775,0,0,-0.12642988822675086,True,False,True,0
0,3,-0.10463740114712775,0,0,0.48910360681684706,True,False,True,0
0,1,2.431407428455481,0,0,0.0260903672116169,True,False,True,0
0,3,-1.9490336408581161,4,1,-0.061998889229684634,True,True,False,5
1,3,-2.17958317082199,1,1,-0.4242561406845337,False,False,True,2
0,3,-0.642586304396166,0,0,-0.4888542575852486,True,False,True,0
0,1,2.047158211849025,0,0,-0.030371322596999758,True,False,False,0
0,3,-0.8731358343600395,1,1,-0.4902797934380587,True,False,True,2
0,3,-0.10463740114712775,3,1,-0.13565761536436197,True,False,True,4
0,1,1.586059151921278,0,0,-0.07030444769415023,False,False,False,0
0,2,0.0490622854954546,0,0,-0.3866707201133388,True,False,True,0
0,3,0.5101613454232017,0,0,-0.6484216535389205,True,False,True,0
0,3,-0.10463740114712775,8,2,0.7519458402879414,False,False,True,10
0,2,-0.10463740114712775,0,0,-0.34539461138084326,True,False,False,0
0,3,-1.5647844242516602,4,2,-0.01644415947004014,True,False,True,6
1,2,-2.17958317082199,2,1,0.13683114673782454,True,False,True,3
1,3,-1.9490336408581161,0,2,-0.20495516825442542,False,False,True,2
0,1,-0.10463740114712775,0,0,0.3583127057902398,True,False,True,0
1,3,-0.10463740114712775,1,0,-0.3363340021468808,False,True,False,1
1,1,1.2018099353148224,0,0,-0.11384570873513637,True,False,True,0
0,3,0.8175607187083664,1,1,-0.3363340021468808,True,True,False,2
0,3,0.5101613454232017,0,0,-0.4894421904510968,True,False,True,0
1,2,0.20276197213803696,0,0,-0.3866707201133388,False,False,True,0
0,2,-0.7962859910387483,0,0,-0.3866707201133388,True,False,True,0
1,3,-0.7962859910387483,1,0,-0.4902797934380587,False,False,True,1
1,2,-2.0258834841794076,1,1,-0.12491978668775715,True,False,True,2
1,1,1.1249600919935312,0,0,-0.09027201697708476,False,False,False,0
1,1,2.2008578984916074,0,0,2.301728820789,False,False,False,0
0,3,-0.10463740114712775,0,0,-0.49237782784290063,True,True,False,0
0,3,0.9712604053509487,0,1,-0.47920571548543794,True,False,True,1
1,3,-0.10463740114712775,0,0,-0.49237782784290063,False,True,False,0
0,2,-0.4120367744322925,0,0,-0.3866707201133388,False,False,True,0
0,3,-0.10463740114712775,0,0,-0.45714212526638004,True,False,True,0
0,3,-0.10463740114712775,8,2,0.7519458402879414,True,False,True,10
0,3,0.3564616587806193,0,0,-0.5176307525123133,True,False,True,0
0,3,1.240234856975468,0,0,-0.5029485386158568,True,False,False,0
1,3,-0.8731358343600395,0,0,-0.4863374216869257,True,False,True,0
0,3,-2.1027333275006987,0,1,-0.43776248884929375,False,False,True,1
0,3,0.20276197213803696,1,0,-0.32928686163157667,True,False,True,1
1,3,-0.2583370877897101,0,0,-0.2701412180209885,True,False,False,0
1,3,-1.0268355210026219,0,0,-0.49237782784290063,False,True,False,0
1,1,0.8175607187083664,0,0,-0.024246350754841117,True,False,False,0
0,3,-0.4120367744322925,0,0,-0.5064721088735089,True,False,True,0
1,2,0.4333115021019105,0,0,-0.22559322262067316,False,False,True,0
0,3,-0.5657364610748749,0,0,-0.5024451714361923,True,False,True,0
0,2,0.0490622854954546,0,0,-0.3866707201133388,True,False,True,0
0,3,-0.10463740114712775,1,0,-0.49237782784290063,True,True,False,1
1,1,0.1259121288167458,1,0,1.6323350375212924,False,False,False,1
1,3,-0.18148724446841893,0,0,-0.4888542575852486,False,False,True,0
0,2,0.9712604053509487,1,0,-0.10478509950117394,True,False,True,1
1,1,0.20276197213803696,0,0,0.8876878608937296,False,False,False,0
0,2,0.0490622854954546,0,0,-0.43700743807979686,True,False,True,0
1,3,-1.0268355210026219,0,0,-0.4863374216869257,True,False,True,0
0,2,-0.18148724446841893,0,0,-0.3866707201133388,True,False,True,0
0,3,1.6629089952425693,0,0,-0.4863374216869257,True,False,True,0
0,3,-0.10463740114712775,0,0,-0.4894421904510968,True,False,True,0
1,1,0.6638610320657841,1,0,1.163700193253568,True,False,True,1
0,3,-0.5657364610748749,0,0,-0.4601623283443675,True,False,True,0
1,2,-0.7962859910387483,0,0,-0.43700743807979686,True,False,True,0
0,3,-0.6810112260568116,0,0,-0.5024451714361923,True,False,True,0
0,2,-0.8731358343600395,0,0,-0.3866707201133388,True,False,True,0
0,3,-0.10463740114712775,3,1,-0.13565761536436197,False,False,True,4
1,1,0.4333115021019105,1,0,1.0323213593611125,False,False,True,1
0,3,-0.027787557825836577,0,0,-0.4918744606632361,True,False,True,0
0,2,2.2777077418128986,0,0,-0.3766033765200472,True,False,True,0
1,3,-1.872183797536825,4,2,-0.01644415947004014,False,False,True,6
0,2,-0.4120367744322925,0,0,-0.43700743807979686,True,False,True,0
0,3,-0.10463740114712775,0,0,-0.49640476528021726,False,False,True,0
0,2,1.1249600919935312,1,0,-0.12491978668775715,True,False,True,1
1,2,-1.6416342675729514,0,2,-0.11988611489111134,False,False,True,2
0,2,-0.7962859910387483,0,0,-0.43700743807979686,True,False,True,0
0,2,0.2796118154593281,0,0,-0.4012683683236117,True,False,True,0
0,3,-0.10463740114712775,1,0,-0.3573908580066095,False,False,False,1
1,3,-0.10463740114712775,1,0,-0.3363340021468808,False,True,False,1
0,2,-0.027787557825836577,0,0,-0.43700743807979686,True,False,True,0
0,3,-0.5657364610748749,0,0,-0.5049620073345151,True,False,True,0
0,3,0.0490622854954546,0,0,-0.5029485386158568,True,False,False,0
0,1,1.1249600919935312,2,0,1.163700193253568,True,True,False,2
0,3,-0.3351869311110013,0,0,-0.4918744606632361,False,False,True,0
1,2,-0.4120367744322925,0,2,-0.35646868933346404,False,False,True,2
1,1,0.5870111887444929,1,1,0.40974072380221066,True,False,True,2
0,2,1.8934585252064429,1,0,-0.12491978668775715,True,False,True,1
0,3,-0.10463740114712775,0,0,-0.5024451714361923,True,False,True,0
0,3,-0.027787557825836577,1,1,-0.43776248884929375,False,False,True,2
0,1,2.508257271776772,0,0,-0.11384570873513637,True,False,True,0
0,3,0.0490622854954546,1,0,-0.32425318983493084,True,False,True,1
0,3,0.8944105620296575,0,2,-0.2414492887801075,False,False,True,2
1,3,-0.027787557825836577,0,2,-0.3414522396297103,False,False,False,2
1,1,-0.10463740114712775,0,0,0.9462455716384695,False,False,False,0
1,1,0.0490622854954546,0,0,1.093228788100527,False,False,True,0
1,1,0.4333115021019105,0,0,9.667166525013505,False,False,False,0
1,2,1.586059151921278,0,1,-0.12491978668775715,False,False,True,1
0,3,-0.10463740114712775,0,0,-0.49237782784290063,True,True,False,0
1,3,-2.0258834841794076,4,2,-0.01644415947004014,True,False,True,6
0,1,1.7397588385638605,1,1,0.955306180872432,True,False,True,2
0,1,0.8175607187083664,0,0,-0.6484216535389205,True,False,True,0
0,3,-0.10463740114712775,0,0,-0.49237782784290063,False,True,False,0
0,2,0.5101613454232017,0,0,-0.43700743807979686,True,False,True,0
0,3,-1.0268355210026219,4,1,0.1506737441786005,True,False,True,5
1,3,-0.3351869311110013,1,0,-0.4918744606632361,True,False,True,1
1,1,2.2008578984916074,0,1,2.441497778832105,False,False,True,1
1,1,0.4333115021019105,0,0,2.0825124140450755,False,False,True,0
0,1,-0.10463740114712775,0,0,-0.024246350754841117,True,False,True,0
1,3,-0.3351869311110013,0,0,-0.6484216535389205,True,False,True,0
1,2,0.8944105620296575,0,1,-0.255795253400548,False,False,True,1
0,1,0.5870111887444929,0,1,-0.0504214440973993,True,False,False,1
1,3,-0.10463740114712775,0,0,-0.49237782784290063,False,True,False,0
1,1,2.5851071150980633,1,0,0.921244330558889,False,False,True,1
0,3,1.2018099353148224,0,0,-0.49237782784290063,False,False,True,0
0,2,-0.10463740114712775,0,0,-0.6484216535389205,True,False,True,0
0,3,-1.7184841108942426,4,1,-0.061998889229684634,True,True,False,5
1,3,0.4333115021019105,1,1,-0.24069423801061057,False,False,True,2
0,3,2.7388068017406457,0,0,-0.49237782784290063,True,True,False,0
0,3,-0.10463740114712775,0,0,-0.4902797934380587,True,False,True,0
0,3,-1.0268355210026219,0,0,-0.45714212526638004,True,False,True,0
1,3,-0.7962859910387483,0,0,-0.4863374216869257,True,False,True,0
0,1,-0.10463740114712775,0,0,-0.12491978668775715,True,False,True,0
0,3,0.2796118154593281,0,0,-0.47400492578514347,True,False,False,0
1,3,0.0490622854954546,0,0,-0.45714212526638004,True,False,True,0
0,3,-0.5657364610748749,0,0,-0.4894421904510968,True,False,True,0
1,2,0.9712604053509487,0,0,-0.3866707201133388,True,False,True,0
1,3,-0.5657364610748749,0,0,-0.49237782784290063,False,True,False,0
1,1,-0.2583370877897101,0,0,0.9391984311231651,False,False,True,0
1,1,-0.7962859910387483,1,0,1.1854295476653287,False,False,False,1
0,2,0.5101613454232017,0,0,-0.3891875560116617,True,False,False,0
0,3,-0.4120367744322925,0,0,-0.4702296719376591,False,False,True,0
0,3,-0.4120367744322925,0,0,-0.4894421904510968,True,False,True,0
0,1,-0.10463740114712775,0,0,-0.09027201697708476,True,False,False,0
0,3,-0.45046169609293807,0,0,-0.5028639729296732,True,False,False,0
0,1,-2.1027333275006987,1,2,2.4029901895877646,False,False,True,3
1,1,-0.10463740114712775,0,0,-0.03431369434813272,True,False,True,0
1,1,1.586059151921278,0,1,4.335332226633905,False,False,False,1
1,3,-0.10463740114712775,0,0,-0.49237782784290063,False,True,False,0
1,3,-0.10463740114712775,2,0,-0.18029017645086096,True,True,False,2
0,3,-0.7962859910387483,0,0,-0.6484216535389205,True,False,True,0
1,2,-0.10463740114712775,0,0,-0.3997582667846179,False,True,False,0
0,3,-0.10463740114712775,0,0,-0.4863374216869257,True,False,True,0
1,1,-2.185731158287693,1,2,2.4029901895877646,True,False,True,3
1,1,-0.10463740114712775,0,0,1.5841789061771412,False,False,False,0
1,1,-0.9499856776813307,1,0,1.5442457810799908,False,False,False,1
0,2,0.0490622854954546,1,0,-0.16518916106092355,True,False,False,1
1,1,0.0490622854954546,0,0,0.49782998024351216,False,False,False,0
1,1,-0.4120367744322925,0,0,1.0259447039291216,False,False,False,0
1,1,-0.8731358343600395,2,2,4.634416897040849,False,False,False,4
0,2,-0.2583370877897101,1,1,-0.12491978668775715,False,False,True,2
0,3,-0.10463740114712775,0,0,-0.4894421904510968,True,False,True,0
0,2,1.04811024867224,1,1,-0.11988611489111134,True,False,True,2
1,3,-0.2583370877897101,0,0,-0.4902797934380587,False,False,True,0
1,2,-0.4120367744322925,1,0,-0.12491978668775715,False,False,True,1
0,2,1.8934585252064429,0,0,-0.36653603292675563,True,False,True,0
1,1,0.1259121288167458,0,2,2.671117778445337,False,False,True,2
1,1,0.8175607187083664,1,1,2.059693773056521,False,False,False,2
0,3,-0.5657364610748749,0,0,-0.5024451714361923,True,False,True,0
0,3,-0.18148724446841893,0,0,-0.4894421904510968,True,False,True,0
1,2,0.0490622854954546,0,0,-0.3997582667846179,False,True,False,0
1,2,-0.5657364610748749,1,1,-0.06451572512800753,False,False,True,2
0,3,-0.10463740114712775,8,2,0.7519458402879414,True,False,True,10
1,1,0.5101613454232017,0,0,2.0825124140450755,False,False,False,0
0,3,2.431407428455481,0,0,-0.5228315422126077,True,False,True,0
1,2,0.5101613454232017,0,0,-0.3866707201133388,False,False,True,0
1,3,0.1259121288167458,1,1,-0.2351571990343002,False,False,True,2
1,1,-1.0268355210026219,0,1,0.5189714017894245,False,False,False,1
1,3,-0.10463740114712775,2,0,-0.18029017645086096,False,True,False,2
0,1,1.240234856975468,0,0,-0.07458306872129913,True,False,True,0
0,1,0.6638610320657841,0,1,2.441497778832105,True,False,True,1
0,3,-1.0268355210026219,2,0,-0.2859972841804228,True,False,True,2
1,1,-0.10463740114712775,1,0,2.042579288947925,False,False,True,1
0,3,-0.10463740114712775,0,0,-0.4894421904510968,True,False,True,0
0,1,-0.027787557825836577,1,0,0.6925485130875209,True,False,True,1
1,1,0.8944105620296575,0,0,2.059693773056521,False,False,False,0
1,3,1.2018099353148224,0,0,-0.4863374216869257,True,False,True,0
0,1,1.2018099353148224,0,0,0.06635974158478332,True,False,True,0
1,2,-2.1027333275006987,1,1,-0.12491978668775715,True,False,True,2
1,1,-0.4120367744322925,3,2,4.647001076532463,False,False,True,5
0,2,-0.10463740114712775,0,0,-0.3866707201133388,True,False,True,0
0,2,-0.3351869311110013,0,0,-0.3866707201133388,True,False,True,0
0,2,0.5101613454232017,0,0,-0.3866707201133388,True,False,True,0
1,2,-0.4120367744322925,0,0,-0.3866707201133388,False,False,True,0
1,2,0.8175607187083664,0,0,-0.3866707201133388,False,False,True,0
1,3,-0.10463740114712775,1,0,-0.32425318983493084,False,False,True,1
1,3,-2.0258834841794076,1,1,-0.32828012727224753,True,False,True,2
0,3,0.9712604053509487,0,0,-0.47400492578514347,True,False,True,0
0,3,-0.48888661775358366,0,0,-0.4626791642426904,True,False,True,0
0,1,-0.10463740114712775,0,0,0.0562923979914917,True,False,True,0
0,3,-1.103685364323913,1,1,-0.5028639729296732,True,False,False,2
0,3,-0.3351869311110013,1,0,-0.29002422161773944,True,False,True,1
0,3,-0.10463740114712775,0,0,-0.5029485386158568,True,False,False,0
0,3,-0.10463740114712775,0,0,-0.45714212526638004,True,False,True,0
1,1,-0.5657364610748749,0,1,0.4589861417231558,False,False,True,1
0,2,0.6638610320657841,0,0,-0.3866707201133388,False,False,True,0
1,3,-0.10463740114712775,0,0,-0.48977642625839407,False,True,False,0
1,3,-0.10463740114712775,0,0,-0.48977642625839407,False,True,False,0
0,3,0.8175607187083664,1,4,-0.08666388103324908,True,False,True,5
0,2,-0.027787557825836577,1,0,-0.09027201697708476,True,False,False,1
0,3,1.2018099353148224,0,1,-0.3573908580066095,False,False,False,1
0,3,0.4333115021019105,0,0,-0.5064721088735089,True,False,True,0
0,3,-0.10463740114712775,1,0,-0.3363340021468808,True,True,False,1
0,3,0.0490622854954546,0,0,-0.5024451714361923,True,False,True,0
1,1,2.35455758513419,1,0,0.8667135572514657,False,False,False,1
1,3,-0.10463740114712775,0,0,-0.5028639729296732,False,False,False,0
1,3,-0.10463740114712775,0,0,-0.49237782784290063,False,True,False,0
1,1,-0.4120367744322925,0,0,0.7469121684912956,False,False,False,0
1,1,-0.3351869311110013,1,0,0.4678796330534696,True,False,False,1
0,3,-0.8731358343600395,1,0,-0.5176307525123133,True,False,True,1
0,3,-0.7962859910387483,0,0,-0.4863374216869257,True,False,True,0
0,1,-0.5657364610748749,0,0,2.0825124140450755,True,False,False,0
0,3,-2.0258834841794076,3,1,-0.22408312108167944,False,False,True,4
1,1,-0.10463740114712775,1,0,1.0060617003323709,False,False,False,1
1,3,-0.5657364610748749,0,0,-0.5024451714361923,False,False,True,0
0,1,-0.18148724446841893,0,2,3.610064686423428,True,False,False,2
0,3,-0.7194361477174572,0,0,-0.5676312212027554,True,False,False,0
0,3,-0.7962859910387483,0,0,-0.4918744606632361,True,False,True,0
1,1,0.9712604053509487,0,0,3.9327230485884233,False,False,False,0
1,3,-2.17958317082199,0,2,-0.33146744825388363,False,False,False,2
0,3,0.20276197213803696,0,0,-0.4888542575852486,True,False,True,0
1,1,0.4333115021019105,1,0,0.39858208016340624,False,False,True,1
0,3,-0.10463740114712775,0,0,-0.4894421904510968,True,False,True,0
0,2,-0.8731358343600395,0,0,0.8314778546749452,True,False,True,0
0,3,-2.17958317082199,5,2,0.2958951755118318,True,False,True,7
1,2,0.5101613454232017,0,0,-0.3866707201133388,False,False,True,0
0,3,-0.10463740114712775,0,0,-0.49279662933638163,True,True,False,0
1,2,-0.9499856776813307,0,0,-0.40680540729992204,False,False,False,0
1,1,0.5101613454232017,1,2,1.7677408088510642,True,False,True,3
1,3,-0.642586304396166,0,0,-0.49145565916975514,True,False,True,0
0,3,-0.10463740114712775,2,0,-0.4888542575852486,True,False,True,2
1,1,-0.48888661775358366,1,0,1.6323350375212924,False,False,False,1
